,date,description,category,type,amount,account,account_type,transaction_amount,balance_amount,is_recurring
1710,2022-03-04,PUBLIX #550,Groceries,Debit,6.39,Amazon0413,credit_card,-6.39,-4098.74,FALSE
1712,2022-03-04,NARUTO 88 BISTRO MIAMI FL,Food/Drink,Debit,71.27,Citi8756,credit_card,-71.27,-4179.2,FALSE
1713,2022-03-04,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,10.79,Chase3752,credit_card,10.79,-4168.41,TRUE
1719,2022-03-05,Amazon.com*1W19J3BD0,Shopping,Debit,209.17,Amazon0413,credit_card,-209.17,-4584.66,FALSE
1718,2022-03-05,Amazon.com*1W6A33CQ2,Shopping,Debit,27.8,Amazon0413,credit_card,-27.8,-4375.49,FALSE
1717,2022-03-05,Amazon.com*1W25T6IF1,Shopping,Debit,54.32,Amazon0413,credit_card,-54.32,-4347.69,FALSE
1720,2022-03-05,CHICKFILA APP 86623220 8662322040 GA,Food/Drink,Debit,25.0,Citi8756,credit_card,-25.0,-4609.66,FALSE
1715,2022-03-05,PUBLIX #550 MIAMI FL,Groceries,Debit,36.99,Citi8756,credit_card,-36.99,-4233.7,FALSE
1714,2022-03-05,PUBLIX #550 MIAMI FL,Groceries,Debit,28.3,Citi8756,credit_card,-28.3,-4196.71,FALSE
1716,2022-03-05,THE HOME DEPOT #0210 MIAMI FL,Shopping,Debit,59.67,Citi8756,credit_card,-59.67,-4293.37,FALSE
1722,2022-03-06,THE WONDER YEARS ACADE MIAMI FL,Daycare,Debit,135.0,Citi8756,credit_card,-135.0,-4790.29,TRUE
1723,2022-03-06,MPA PARKING PAY BY PHO 3053736789 FL,Gas/Automotive,Debit,9.75,Citi8756,credit_card,-9.75,-4800.04,FALSE
1721,2022-03-06,EL DONKEY MEXICAN REST MIAMI FL,Food/Drink,Debit,45.63,Citi8756,credit_card,-45.63,-4655.29,FALSE
1724,2022-03-07,CVS/PHARMACY #00866 MIAMI FL,Healthcare,Debit,11.33,Citi8756,credit_card,-11.33,-4811.37,FALSE
1725,2022-03-07,TARGET 00028431 MIAMI FL,Shopping,Credit,7.32,Citi8756,credit_card,7.32,-4804.05,FALSE
1726,2022-03-07,PUBLIX #550 MIAMI FL,Groceries,Debit,11.64,Citi8756,credit_card,-11.64,-4815.69,FALSE
1727,2022-03-07,TARGET 00028431 MIAMI FL,Shopping,Debit,30.92,Citi8756,credit_card,-30.92,-4846.61,FALSE
1728,2022-03-07,CHEVRON 0202649 MIAMI FL,Gas/Automotive,Debit,47.42,Citi8756,credit_card,-47.42,-4894.03,FALSE
1729,2022-03-08,PUBLIX #550 MIAMI FL,Groceries,Debit,25.67,Citi8756,credit_card,-25.67,-4919.7,FALSE
1734,2022-03-09,TMX*TERMINIX INTL 800-8376464 TN,Services,Debit,145.0,Citi8756,credit_card,-145.0,-4944.72,TRUE
1732,2022-03-09,NICO'S BROTHER PIZZERI MIAMI FL,Food/Drink,Debit,104.36,Citi8756,credit_card,-104.36,-5049.72,FALSE
1733,2022-03-09,Payment,Payment/Credit,Credit,250.0,Citi8756,credit_card,250.0,-4799.72,TRUE
1730,2022-03-09,SHADOW REALM GAMES INDIANAPOLIS IN,Entertainment,Debit,5.0,Citi8756,credit_card,-5.0,-4924.7,FALSE
1731,2022-03-09,PUBLIX #550 MIAMI FL,Groceries,Debit,20.66,Citi8756,credit_card,-20.66,-4945.36,FALSE
1735,2022-03-10,PUBLIX #550 MIAMI FL,Groceries,Debit,35.2,Citi8756,credit_card,-35.2,-4979.92,FALSE
1736,2022-03-11,Amazon.com*1W5PV17I2,Shopping,Debit,11.76,Amazon0413,credit_card,-11.76,-4991.68,FALSE
1737,2022-03-11,PUBLIX #550 MIAMI FL,Groceries,Debit,33.33,Citi8756,credit_card,-33.33,-5025.01,FALSE
1742,2022-03-12,PUBLIX #550,Groceries,Debit,14.13,Chase3752,credit_card,-14.13,-5223.67,FALSE
1738,2022-03-12,PINECREST BAKERY 11 MIAMI FL,Food/Drink,Debit,19.6,Citi8756,credit_card,-19.6,-5044.61,FALSE
1739,2022-03-12,NARUTO 88 BISTRO MIAMI FL,Food/Drink,Debit,43.59,Citi8756,credit_card,-43.59,-5088.2,FALSE
1740,2022-03-12,COURSRA2T6HGTPDJKLJVT,Services,Debit,39.0,Amazon0413,credit_card,-39.0,-5127.2,FALSE
1741,2022-03-12,COMCAST CABLE COMM 800-COMCAST FL,Services,Debit,82.34,Citi8756,credit_card,-82.34,-5209.54,FALSE
1745,2022-03-13,THE WONDER YEARS ACADE MIAMI FL,Daycare,Debit,135.0,Citi8756,credit_card,-135.0,-5740.95,TRUE
1744,2022-03-13,TMOBILE*AUTO PAY 800-937-8997 WA,Phone/Cable,Debit,289.62,Citi8756,credit_card,-289.62,-5605.95,TRUE
1743,2022-03-13,Rinconcito Salvadoreno Miami FL,Food/Drink,Debit,92.66,Citi8756,credit_card,-92.66,-5316.33,FALSE
1746,2022-03-14,CVS/PHARMACY #00866 MIAMI FL,Healthcare,Debit,8.16,Citi8756,credit_card,-8.16,-5749.11,FALSE
1747,2022-03-14,TARGET 00028431 MIAMI FL,Shopping,Debit,42.8,Citi8756,credit_card,-42.8,-5791.91,FALSE
1748,2022-03-14,PUBLIX #550 MIAMI FL,Groceries,Debit,63.91,Citi8756,credit_card,-63.91,-5855.82,FALSE
1749,2022-03-14,AUTOPAY 220209085018752RAUTOPAY AUTO-PMT,Payment/Credit,Credit,1.99,Citi0052,credit_card,1.99,-5853.83,TRUE
1750,2022-03-14,PINECREST BAKERY 11 MIAMI FL,Food/Drink,Debit,7.25,Citi8756,credit_card,-7.25,-5861.08,FALSE
1751,2022-03-15,GOOGLE *Google Storage 650-253-0000 CA,Services,Debit,1.99,Citi7634,credit_card,-1.99,-5863.07,FALSE
1752,2022-03-16,PUBLIX #550 MIAMI FL,Groceries,Debit,31.38,Citi8756,credit_card,-31.38,-5894.45,FALSE
1753,2022-03-16,DisneyPLUS,Phone/Cable,Debit,7.92,Chase3752,credit_card,-7.92,-5902.37,TRUE
1756,2022-03-17,SHELL OIL 57544409907 MIAMI FL,Gas/Automotive,Debit,32.96,Citi8756,credit_card,-32.96,-6034.18,FALSE
1755,2022-03-17,PINECREST BAKERY 11 MIAMI FL,Food/Drink,Debit,8.97,Citi8756,credit_card,-8.97,-6001.22,FALSE
1754,2022-03-17,BANANA REPUBLIC ON-LIN GROVEPORT OH,Shopping,Debit,89.88,Citi8756,credit_card,-89.88,-5992.25,FALSE
1757,2022-03-18,TARGET 00028431 MIAMI FL,Shopping,Credit,10.7,Citi8756,credit_card,10.7,-6023.48,FALSE
1758,2022-03-18,PUBLIX #550 MIAMI FL,Groceries,Debit,7.28,Citi8756,credit_card,-7.28,-6030.76,FALSE
1759,2022-03-18,BANANA REPUBLIC ON-LIN GROVEPORT OH,Shopping,Debit,128.4,Citi8756,credit_card,-128.4,-6159.16,FALSE
1760,2022-03-18,AMZN Mktp US*1N8DQ8ZL0,Shopping,Debit,9.08,Amazon0413,credit_card,-9.08,-6168.24,FALSE
1761,2022-03-18,AMZN Mktp US*1Z2MJ22R2,Shopping,Debit,37.93,Amazon0413,credit_card,-37.93,-6206.17,FALSE
1762,2022-03-18,AMZN Mktp US*1Z2LJ1202,Shopping,Debit,126.64,Amazon0413,credit_card,-126.64,-6332.81,FALSE
1763,2022-03-18,PINECREST BAKERY 11 MIAMI FL,Food/Drink,Debit,4.52,Citi8756,credit_card,-4.52,-6337.33,FALSE
1764,2022-03-18,POLLO TROPICAL 10006,Food/Drink,Debit,8.34,Chase3752,credit_card,-8.34,-6345.67,FALSE
1765,2022-03-18,THE HOME DEPOT 210,Shopping,Debit,64.16,Chase3752,credit_card,-64.16,-6409.83,FALSE
1771,2022-03-19,Amazon.com*1Z2X55RX2,Shopping,Debit,54.32,Amazon0413,credit_card,-54.32,-6729.62,FALSE
1772,2022-03-19,NETFLIX.COM NETFLIX.COM CA,Phone/Cable,Debit,19.45,Citi8756,credit_card,-19.45,-6749.07,TRUE
1769,2022-03-19,JERSEY MIKES ONLINE OR 7322234044 NJ,Food/Drink,Debit,23.91,Citi8756,credit_card,-23.91,-6636.79,FALSE
1770,2022-03-19,Amazon.com*1N24W4891,Shopping,Debit,38.51,Amazon0413,credit_card,-38.51,-6675.3,FALSE
1768,2022-03-19,THE HOME DEPOT #0210 MIAMI FL,Shopping,Debit,103.66,Citi8756,credit_card,-103.66,-6612.88,FALSE
1767,2022-03-19,TRADER JOE'S #770 QPS PINECREST FL,Groceries,Debit,62.58,Citi8756,credit_card,-62.58,-6509.22,FALSE
1766,2022-03-19,5GUYS 1085 ECOMM 866-345-4897 FL,Food/Drink,Debit,36.81,Citi8756,credit_card,-36.81,-6446.64,FALSE
1773,2022-03-20,KOHL'S #1247 KENDALL FL,Shopping,Debit,4.27,Citi8756,credit_card,-4.27,-6753.34,FALSE
1774,2022-03-20,THE HOME DEPOT #0210 MIAMI FL,Shopping,Debit,48.69,Citi8756,credit_card,-48.69,-6802.03,FALSE
1775,2022-03-20,NARUTO 88 BISTRO MIAMI FL,Food/Drink,Debit,56.6,Citi8756,credit_card,-56.6,-6858.63,FALSE
1776,2022-03-20,Payment,Payment/Credit,Credit,750.0,Citi8756,credit_card,750.0,-6108.63,TRUE
1777,2022-03-20,Amazon Prime*1N23Z42T1,Phone/Cable,Debit,12.99,Amazon0413,credit_card,-12.99,-6121.62,TRUE
1778,2022-03-20,AMZN Mktp US,Shopping,Credit,43.85,Amazon0413,credit_card,43.85,-6077.77,FALSE
1779,2022-03-20,AMZN Mktp US,Shopping,Credit,42.79,Amazon0413,credit_card,42.79,-6034.98,FALSE
1780,2022-03-20,THE WONDER YEARS ACADE MIAMI FL,Daycare,Debit,135.0,Citi8756,credit_card,-135.0,-6169.98,TRUE
1782,2022-03-21,GAP ONLINE GROVEPORT OH,Shopping,Debit,36.69,Citi8756,credit_card,-36.69,-6252.73,FALSE
1781,2022-03-21,CVS/PHARMACY #00866 MIAMI FL,Healthcare,Debit,46.06,Citi8756,credit_card,-46.06,-6216.04,FALSE
1783,2022-03-22,PINECREST BAKERY 11 MIAMI FL,Food/Drink,Debit,5.62,Citi8756,credit_card,-5.62,-6258.35,FALSE
1784,2022-03-22,CVS/PHARMACY #00866 MIAMI FL,Healthcare,Debit,6.89,Citi8756,credit_card,-6.89,-6265.24,FALSE
1785,2022-03-22,CVS/PHARMACY #00866 MIAMI FL,Healthcare,Debit,70.27,Citi8756,credit_card,-70.27,-6335.51,FALSE
1786,2022-03-22,GAP ONLINE GROVEPORT OH,Shopping,Debit,2.86,Citi8756,credit_card,-2.86,-6338.37,FALSE
1787,2022-03-23,NARUTO 88 BISTRO MIAMI FL,Food/Drink,Debit,60.61,Citi8756,credit_card,-60.61,-6398.98,FALSE
1788,2022-03-23,PUBLIX #550 MIAMI FL,Groceries,Debit,86.01,Citi8756,credit_card,-86.01,-6484.99,FALSE
1789,2022-03-23,AMZN Mktp US*1N7SE8X12,Shopping,Debit,72.75,Amazon0413,credit_card,-72.75,-6557.74,FALSE
1790,2022-03-23,TST* EPAREPA MIAMI LLC MIAMI FL,Food/Drink,Debit,17.07,Citi8756,credit_card,-17.07,-6574.81,FALSE
1796,2022-03-24,Offer:Disney Plus,Fees/Adjustments,Credit,1.58,Chase3752,credit_card,1.58,-6725.65,FALSE
1795,2022-03-24,CHICKFILA APP 86623220 8662322040 GA,Food/Drink,Debit,30.0,Citi8756,credit_card,-30.0,-6727.23,FALSE
1794,2022-03-24,PAYPAL *VIZMEDIALLC 4029357733 CA Digital Account Number XXXXXXXXXXXX6106,Entertainment,Debit,1.99,Citi0052,credit_card,-1.99,-6697.23,FALSE
1793,2022-03-24,Amazon.com*1N19B1BC2,Shopping,Debit,29.41,Amazon0413,credit_card,-29.41,-6695.24,FALSE
1792,2022-03-24,GAP ONLINE GROVEPORT OH,Shopping,Debit,14.39,Citi8756,credit_card,-14.39,-6665.83,FALSE
1791,2022-03-24,TCGPLAYER.COM 3155010478 NY,Entertainment,Debit,76.63,Citi8756,credit_card,-76.63,-6651.44,FALSE
1797,2022-03-25,GOOGLE *YouTube Member g.co/helppay# CA,Entertainment,Debit,2.99,Citi8756,credit_card,-2.99,-6728.64,FALSE
1798,2022-03-25,Amazon.com*1N6HH4YO0,Shopping,Debit,13.74,Amazon0413,credit_card,-13.74,-6742.38,FALSE
1799,2022-03-25,PINECREST BAKERY 11 MIAMI FL,Food/Drink,Debit,4.42,Citi8756,credit_card,-4.42,-6746.8,FALSE
1807,2022-03-26,Spotify USA,Phone/Cable,Debit,10.79,Chase3752,credit_card,-10.79,-7041.79,TRUE
1806,2022-03-26,MIAMI CDD PARKING SOUT MIAMI FL,Gas/Automotive,Debit,4.0,Citi8756,credit_card,-4.0,-7031.0,FALSE
1804,2022-03-26,POP LOVE MIAMI FL,Food/Drink,Debit,13.1,Citi8756,credit_card,-13.1,-7012.3,FALSE
1805,2022-03-26,HLU*HULU 771611184355- HULU.COM/BILL CA,Phone/Cable,Debit,14.7,Citi8756,credit_card,-14.7,-7027.0,TRUE
1802,2022-03-26,GAP ONLINE GROVEPORT OH,Shopping,Debit,4.02,Citi8756,credit_card,-4.02,-6763.33,FALSE
1801,2022-03-26,GAP ONLINE GROVEPORT OH,Shopping,Debit,4.02,Citi8756,credit_card,-4.02,-6759.31,FALSE
1800,2022-03-26,SQ *SWEET LICH'S Miami FL,Food/Drink,Debit,8.49,Citi8756,credit_card,-8.49,-6755.29,FALSE
1803,2022-03-26,SEA SIAM MIAMI FL,Food/Drink,Debit,235.87,Citi8756,credit_card,-235.87,-6999.2,FALSE
1808,2022-03-27,SHADOW REALM GAMES INDIANAPOLIS IN,Entertainment,Debit,5.0,Citi8756,credit_card,-5.0,-7046.79,FALSE
1809,2022-03-27,GAP ONLINE GROVEPORT OH,Shopping,Debit,2.85,Citi8756,credit_card,-2.85,-7049.64,FALSE
1810,2022-03-27,GAP ONLINE GROVEPORT OH,Shopping,Debit,10.57,Citi8756,credit_card,-10.57,-7060.21,FALSE
1811,2022-03-27,TST* Aguacate Olympia Hgts FL,Food/Drink,Debit,47.5,Citi8756,credit_card,-47.5,-7107.71,FALSE
1812,2022-03-27,JERSEY MIKES 13179 MIAMI FL,Food/Drink,Debit,28.42,Citi8756,credit_card,-28.42,-7136.13,FALSE
1813,2022-03-27,THE WONDER YEARS ACADE MIAMI FL,Daycare,Debit,135.0,Citi8756,credit_card,-135.0,-7271.13,TRUE
1815,2022-03-28,CLR*9ROUND 786-5362259 786-5362259 FL,Services,Debit,105.93,Citi8756,credit_card,-105.93,-7145.92,FALSE
1814,2022-03-28,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,231.14,Amazon0413,credit_card,231.14,-7039.99,TRUE
1817,2022-03-29,POLLO TROPICAL 10004 MIAMI FL,Food/Drink,Debit,20.07,Citi8756,credit_card,-20.07,-7220.81,FALSE
1816,2022-03-29,PUBLIX #550 MIAMI FL,Groceries,Debit,54.82,Citi8756,credit_card,-54.82,-7200.74,FALSE
1818,2022-03-30,PUBLIX #550 MIAMI FL,Groceries,Debit,35.82,Citi8756,credit_card,-35.82,-7256.63,FALSE
1819,2022-03-31,COOLSTUFFINC.COM LLC 407-695-6554 FL,Entertainment,Debit,8.63,Citi8756,credit_card,-8.63,-7265.26,FALSE
1820,2022-04-01,CVS/PHARMACY #00866 800-746-7287 FL,Healthcare,Credit,49.09,Citi8756,credit_card,49.09,-7216.17,FALSE
1821,2022-04-01,CVS/PHARMACY #00866 MIAMI FL,Healthcare,Debit,54.94,Citi8756,credit_card,-54.94,-7271.11,FALSE
1822,2022-04-01,PUBLIX #550 MIAMI FL,Groceries,Debit,29.72,Citi8756,credit_card,-29.72,-7300.83,FALSE
1823,2022-04-01,CHEVRON 0202649 MIAMI FL,Gas/Automotive,Debit,51.16,Citi8756,credit_card,-51.16,-7351.99,FALSE
1824,2022-04-02,LIGHTHOUSE CAFE INC R KEY BISCAYNE FL,Entertainment,Debit,15.0,Citi8756,credit_card,-15.0,-7366.99,FALSE
1825,2022-04-02,PINECREST BAKERY 11 MIAMI FL,Food/Drink,Debit,9.1,Citi8756,credit_card,-9.1,-7376.09,FALSE
1826,2022-04-02,PINECREST BAKERY 11 MIAMI FL,Food/Drink,Debit,10.15,Citi8756,credit_card,-10.15,-7386.24,FALSE
1827,2022-04-02,BILL BAGGS CAPE FL PAR KEY BISCAYNE FL,Services,Debit,8.0,Citi8756,credit_card,-8.0,-7394.24,FALSE
1832,2022-04-03,THE WONDER YEARS ACADE MIAMI FL,Daycare,Debit,135.0,Citi8756,credit_card,-135.0,-7535.4,TRUE
1831,2022-04-03,Amazon.com*166PY2D12,Shopping,Debit,54.32,Amazon0413,credit_card,-54.32,-7400.4,FALSE
1828,2022-04-03,BANANA REPUBLIC ON-LIN GROVEPORT OH,Shopping,Credit,128.4,Citi8756,credit_card,128.4,-7265.84,FALSE
1829,2022-04-03,SHAKE SHACK - 1111A 646-747-7178 FL,Food/Drink,Debit,29.64,Citi8756,credit_card,-29.64,-7295.48,FALSE
1830,2022-04-03,EL DONKEY MEXICAN REST MIAMI FL,Food/Drink,Debit,50.6,Citi8756,credit_card,-50.6,-7346.08,FALSE
1833,2022-04-05,CVS/PHARMACY #00866 MIAMI FL,Healthcare,Debit,5.74,Citi8756,credit_card,-5.74,-7541.14,FALSE
1834,2022-04-05,PUBLIX #550 MIAMI FL,Groceries,Debit,146.75,Citi8756,credit_card,-146.75,-7687.89,FALSE
1835,2022-04-05,JERSEY MIKES 13179 MIAMI FL,Food/Drink,Debit,29.95,Citi8756,credit_card,-29.95,-7717.84,FALSE
1836,2022-04-05,AUTOMATIC PAYMENT - THANK,Payment/Credit,Credit,57.9,Chase3752,credit_card,57.9,-7659.94,TRUE
1840,2022-04-06,PUBLIX #550 MIAMI FL,Groceries,Debit,15.99,Citi8756,credit_card,-15.99,-7719.61,FALSE
1839,2022-04-06,Amazon.com*1H74D55Q0,Shopping,Debit,48.84,Amazon0413,credit_card,-48.84,-7703.62,FALSE
1838,2022-04-06,AUTOPAY 220304082146334RAUTOPAY AUTO-PMT,Payment/Credit,Credit,19.45,Citi7634,credit_card,19.45,-7654.78,TRUE
1837,2022-04-06,CVS/PHARMACY #00866 MIAMI FL,Healthcare,Debit,14.29,Citi8756,credit_card,-14.29,-7674.23,FALSE
1841,2022-04-07,THE HOME DEPOT 210 MIAMI FL,Shopping,Debit,94.82,Citi8756,credit_card,-94.82,-7814.43,FALSE
1842,2022-04-07,NARUTO 88 BISTRO MIAMI FL,Food/Drink,Debit,90.75,Citi8756,credit_card,-90.75,-7905.18,FALSE
1843,2022-04-08,UPPER KEYS OFFSHORE FI 305-9161059 FL,Gas/Automotive,Debit,207.6,Citi8756,credit_card,-207.6,-8112.78,FALSE
1844,2022-04-08,THE HOME DEPOT #0210 MIAMI FL,Shopping,Credit,65.35,Citi8756,credit_card,65.35,-8047.43,FALSE
1845,2022-04-08,THE HOME DEPOT #0210 MIAMI FL,Shopping,Debit,15.29,Citi8756,credit_card,-15.29,-8062.72,FALSE
1846,2022-04-08,POLLO TROPICAL 10006 MIAMI FL,Food/Drink,Debit,47.98,Citi8756,credit_card,-47.98,-8110.7,FALSE
1853,2022-04-09,PINECREST BAKERY 11 MIAMI FL,Food/Drink,Debit,28.58,Citi8756,credit_card,-28.58,-7951.51,FALSE
1852,2022-04-09,Payment,Payment/Credit,Credit,250.0,Citi8756,credit_card,250.0,-7922.93,TRUE
1851,2022-04-09,PINECREST BAKERY 11 MIAMI FL,Food/Drink,Debit,7.31,Citi8756,credit_card,-7.31,-8172.93,FALSE
1849,2022-04-09,ROBERT IS HERE HOMESTEAD FL,Food/Drink,Debit,26.99,Citi8756,credit_card,-26.99,-8162.72,FALSE
1848,2022-04-09,ROBERT IS HERE HOMESTEAD FL,Food/Drink,Debit,10.05,Citi8756,credit_card,-10.05,-8135.73,FALSE
1847,2022-04-09,SEPHORA.COM 877-SEPHORA CA,Shopping,Debit,14.98,Citi8756,credit_card,-14.98,-8125.68,FALSE
1850,2022-04-09,PINECREST BAKERY 11 MIAMI FL,Food/Drink,Debit,2.9,Citi8756,credit_card,-2.9,-8165.62,FALSE
1854,2022-04-10,THE WONDER YEARS ACADE MIAMI FL,Daycare,Debit,135.0,Citi8756,credit_card,-135.0,-8086.51,TRUE
1855,2022-04-11,PUBLIX #550 MIAMI FL,Groceries,Debit,118.05,Citi8756,credit_card,-118.05,-8204.56,FALSE
1856,2022-04-11,AMZN Digital*1A4BE22M1,Shopping,Debit,44.99,Amazon0413,credit_card,-44.99,-8249.55,FALSE
1857,2022-04-11,CHEVRON 0202649 MIAMI FL,Gas/Automotive,Debit,48.75,Citi8756,credit_card,-48.75,-8298.3,FALSE
1858,2022-04-12,COURSRA2T6HGTPDJKLJVT,Services,Debit,39.0,Amazon0413,credit_card,-39.0,-8337.3,FALSE
1859,2022-04-12,COMCAST CABLE COMM 800-COMCAST FL,Services,Debit,82.34,Citi8756,credit_card,-82.34,-8419.64,FALSE
1866,2022-04-13,TMOBILE*AUTO PAY 800-937-8997 WA,Phone/Cable,Debit,289.62,Citi8756,credit_card,-289.62,-8861.49,TRUE
1867,2022-04-13,MPA PARKING PAY BY PHO 3053736789 FL,Gas/Automotive,Debit,6.0,Citi8756,credit_card,-6.0,-8867.49,FALSE
1864,2022-04-13,THE HOME DEPOT #0210 MIAMI FL,Shopping,Debit,37.39,Citi8756,credit_card,-37.39,-8509.99,FALSE
1865,2022-04-13,SQ *ALL DAY Homestead FL,Food/Drink,Debit,61.88,Citi8756,credit_card,-61.88,-8571.87,FALSE
1862,2022-04-13,PUBLIX #550 MIAMI FL,Groceries,Debit,6.1,Citi8756,credit_card,-6.1,-8408.82,FALSE
1860,2022-04-13,THE HOME DEPOT #0210 MIAMI FL,Shopping,Credit,22.0,Citi8756,credit_card,22.0,-8397.64,FALSE
1863,2022-04-13,OLD NAVY US 6153 MIAMI FL,Shopping,Debit,63.78,Citi8756,credit_card,-63.78,-8472.6,FALSE
1861,2022-04-13,FIVE BELOW 6023 MIAMI FL,Shopping,Debit,5.08,Citi8756,credit_card,-5.08,-8402.72,FALSE
1868,2022-04-14,PUBLIX #550 MIAMI FL,Groceries,Debit,39.35,Citi8756,credit_card,-39.35,-8906.84,FALSE
1869,2022-04-14,PUBLIX #550 MIAMI FL,Groceries,Debit,64.25,Citi8756,credit_card,-64.25,-8971.09,FALSE
1870,2022-04-14,PINECREST BAKERY 11 MIAMI FL,Food/Drink,Debit,17.04,Citi8756,credit_card,-17.04,-8988.13,FALSE
1871,2022-04-14,Amazon.com*1A4S153H2,Shopping,Debit,11.35,Amazon0413,credit_card,-11.35,-8999.48,FALSE
1872,2022-04-14,AUTOPAY 220209085018752RAUTOPAY AUTO-PMT,Payment/Credit,Credit,1.99,Citi0052,credit_card,1.99,-8997.49,TRUE
1873,2022-04-14,CHICKFILA APP 86623220 8662322040 GA,Food/Drink,Debit,25.0,Citi8756,credit_card,-25.0,-9022.49,FALSE
1876,2022-04-15,SHARKEYS PUB KEY LARGO FL,Groceries,Debit,34.09,Citi8756,credit_card,-34.09,-9833.57,FALSE
1875,2022-04-15,GOOGLE *Google Storage 650-253-0000 CA,Services,Debit,1.99,Citi7634,credit_card,-1.99,-9799.48,FALSE
1874,2022-04-15,ROUND UP FISHING CHART KeyLargo FL,Entertainment,Debit,775.0,Citi8756,credit_card,-775.0,-9797.49,FALSE
1877,2022-04-16,TST* Gold Marquess at Miami FL,Food/Drink,Debit,12.98,Citi8756,credit_card,-12.98,-9846.55,FALSE
1878,2022-04-16,TST* Jeepney at 1800 Miami FL,Food/Drink,Debit,15.84,Citi8756,credit_card,-15.84,-9862.39,FALSE
1879,2022-04-16,Amazon.com*1A7I20GO2,Shopping,Debit,54.32,Amazon0413,credit_card,-54.32,-9916.71,FALSE
1880,2022-04-16,MIAMI CDD PARKING SOUT MIAMI FL,Gas/Automotive,Debit,35.0,Citi8756,credit_card,-35.0,-9951.71,FALSE
1881,2022-04-16,DisneyPLUS,Phone/Cable,Debit,7.92,Chase3752,credit_card,-7.92,-9959.63,TRUE
1889,2022-04-17,POLLO TROPICAL 10006,Food/Drink,Debit,24.04,Chase3752,credit_card,-24.04,-10273.59,FALSE
1887,2022-04-17,THE WONDER YEARS ACADE MIAMI FL,Daycare,Debit,135.0,Citi8756,credit_card,-135.0,-10197.95,TRUE
1886,2022-04-17,TST* 1800 LUCKY MIAMI FL,Food/Drink,Debit,28.45,Citi8756,credit_card,-28.45,-10062.95,FALSE
1888,2022-04-17,SHELL OIL 57543790406 MIAMI FL,Gas/Automotive,Debit,51.6,Citi8756,credit_card,-51.6,-10249.55,FALSE
1884,2022-04-17,TST* 1800 LUCKY MIAMI FL,Food/Drink,Debit,28.45,Citi8756,credit_card,-28.45,-10006.05,FALSE
1883,2022-04-17,CVS/PHARMACY #03956 MIAMI FL,Healthcare,Debit,10.18,Citi8756,credit_card,-10.18,-9977.6,FALSE
1882,2022-04-17,CVS/PHARMACY #03956 MIAMI FL,Healthcare,Debit,7.79,Citi8756,credit_card,-7.79,-9967.42,FALSE
1885,2022-04-17,TST* 1800 LUCKY MIAMI FL,Food/Drink,Debit,28.45,Citi8756,credit_card,-28.45,-10034.5,FALSE
1890,2022-04-18,PUBLIX #550 MIAMI FL,Groceries,Debit,45.46,Citi8756,credit_card,-45.46,-10319.05,FALSE
1891,2022-04-19,PUBLIX #550 MIAMI FL,Groceries,Debit,20.11,Citi8756,credit_card,-20.11,-10339.16,FALSE
1892,2022-04-19,NETFLIX.COM NETFLIX.COM CA,Phone/Cable,Debit,21.61,Citi8756,credit_card,-21.61,-10360.77,TRUE
1893,2022-04-20,Amazon Prime*1O9TG6FO0,Phone/Cable,Debit,14.99,Amazon0413,credit_card,-14.99,-10375.76,TRUE
1894,2022-04-20,Payment,Payment/Credit,Credit,250.0,Citi8756,credit_card,250.0,-10125.76,TRUE
1895,2022-04-20,THE BERRY FARM MIAMI FL,Food/Drink,Debit,9.63,Citi8756,credit_card,-9.63,-10135.39,FALSE
1899,2022-04-21,THE RAD SOAP CO LLC 646-595-0600 NY,Shopping,Debit,50.0,Citi8756,credit_card,-50.0,-10437.02,FALSE
1898,2022-04-21,AMZN Mktp US*1Q2PX3OG1,Shopping,Debit,198.8,Amazon0413,credit_card,-198.8,-10387.02,FALSE
1897,2022-04-21,Amazon.com*1O3SC8FQ2,Shopping,Debit,12.81,Amazon0413,credit_card,-12.81,-10188.22,FALSE
1896,2022-04-21,PUBLIX #550 MIAMI FL,Groceries,Debit,40.02,Citi8756,credit_card,-40.02,-10175.41,FALSE
1900,2022-04-22,TRADER JOE'S #770 QPS PINECREST FL,Groceries,Debit,19.11,Citi8756,credit_card,-19.11,-10456.13,FALSE
1901,2022-04-22,SQ *SWEET MELODY CRAFT Miami FL,Food/Drink,Debit,38.25,Citi8756,credit_card,-38.25,-10494.38,FALSE
1902,2022-04-22,Amazon.com*1Q2WB3TX1,Shopping,Debit,9.56,Amazon0413,credit_card,-9.56,-10503.94,FALSE
1903,2022-04-22,AMZN Mktp US*1O7KX0T10,Shopping,Debit,9.59,Amazon0413,credit_card,-9.59,-10513.53,FALSE
1904,2022-04-22,Amazon.com*1Q5L97TL1,Shopping,Debit,7.47,Amazon0413,credit_card,-7.47,-10521.0,FALSE
1905,2022-04-22,THE SPOT BARBERSHOP - MANHATTAN NY,Services,Debit,45.94,Citi8756,credit_card,-45.94,-10566.94,FALSE
1906,2022-04-23,NARUTO 88 BISTRO MIAMI FL,Food/Drink,Debit,41.74,Citi8756,credit_card,-41.74,-10608.68,FALSE
